Date,Gender,Race,Age_at_Booking,Current_Age
2015-09-01,M,B,22,23
2015-09-01,M,B,19,19
2015-09-01,M,B,33,34
2015-09-01,M,B,30,30
2015-09-01,M,B,24,24
2015-09-01,M,B,24,25
2015-09-01,M,B,37,38
2015-09-01,M,B,52,53
2015-09-01,M,W,67,68
2015-09-01,M,B,36,37
2015-09-01,M,W,42,42
2015-09-01,M,B,38,39
2015-09-01,M,B,20,21
2015-09-01,M,B,16,17
2015-09-01,M,W,33,33
2015-09-01,M,B,31,31
2015-09-01,M,B,19,20
2015-09-01,M,W,38,38
2015-09-01,M,B,56,57
2015-09-01,M,B,22,22
2015-09-01,M,B,19,19
2015-09-01,M,B,37,37
2015-09-01,M,W,34,34
2015-09-01,M,B,48,48
2015-09-01,M,B,44,44
2015-09-01,M,B,27,27
2015-09-01,M,W,30,30
2015-09-01,M,W,26,27
2015-09-01,M,B,28,28
2015-09-01,M,W,22,22
2015-09-01,M,B,18,19
2015-09-01,M,W,29,30
2015-09-01,M,B,36,37
2015-09-01,M,B,22,22
2015-09-01,M,W,34,35
2015-09-01,M,B,32,32
2015-09-01,M,W,25,26
2015-09-01,M,B,18,18
2015-09-01,M,W,36,36
2015-09-01,M,W,42,43
2015-09-01,M,B,48,48
2015-09-01,M,B,53,53
2015-09-01,M,W,31,31
2015-09-01,M,B,25,25
2015-09-01,M,B,42,42
2015-09-01,M,B,35,35
2015-09-01,M,B,46,46
2015-09-01,M,W,24,24
2015-09-01,M,W,24,24
2015-09-01,M,B,30,30
2015-09-01,M,B,31,31
2015-09-01,M,B,22,22
2015-09-01,M,B,38,39
2015-09-01,M,B,45,45
2015-09-01,M,U,43,43
2015-09-01,M,W,22,22
2015-09-01,M,W,24,24
2015-09-01,M,B,37,37
2015-09-01,M,B,29,29
2015-09-01,M,B,46,46
2015-09-01,M,W,32,32
2015-09-01,M,B,23,23
2015-09-01,M,H,38,38
2015-09-01,M,B,40,40
2015-09-01,M,W,30,30
2015-09-01,M,W,21,21
2015-09-01,M,B,31,31
2015-09-01,M,B,65,65
2015-09-01,M,B,20,20
2015-09-01,M,W,42,42
2015-09-01,M,B,23,23
2015-09-01,M,B,28,28
2015-09-01,M,W,35,35
2015-09-01,M,B,30,30
2015-09-01,M,B,37,38
2015-09-01,M,W,33,33
2015-09-01,M,W,54,54
2015-09-01,M,B,45,45
2015-09-01,M,H,51,51
2015-09-01,M,W,28,28
2015-09-01,M,B,25,25
2015-09-01,M,B,30,30
2015-09-01,M,B,31,32
2015-09-01,M,B,33,35
2015-09-01,M,B,35,35
2015-09-01,M,B,52,54
2015-09-01,M,B,27,29
2015-09-01,M,B,25,27
2015-09-01,M,B,27,28
2015-09-01,M,W,28,29
2015-09-01,M,W,47,49
2015-09-01,M,B,57,59
2015-09-01,M,B,22,23
2015-09-01,M,B,58,59
2015-09-01,M,W,40,41
2015-09-01,M,B,39,40
2015-09-01,M,W,31,32
2015-09-01,M,B,33,34
2015-09-01,M,B,22,23
2015-09-01,M,B,19,20
2015-09-01,M,W,38,39
2015-09-01,M,W,40,41
2015-09-01,M,B,29,30
2015-09-01,M,B,25,26
2015-09-01,M,B,44,44
2015-09-01,M,B,28,28
2015-09-01,M,B,28,29
2015-09-01,M,W,30,30
2015-09-01,M,W,27,28
2015-09-01,M,B,21,21
2015-09-01,M,W,63,64
2015-09-01,M,W,27,27
2015-09-01,M,B,29,29
2015-09-01,M,B,49,49
2015-09-01,M,W,27,28
2015-09-01,M,B,28,29
2015-09-01,M,B,20,20
2015-09-01,M,W,32,32
2015-09-01,M,B,21,21
2015-09-01,M,B,44,45
2015-09-01,M,W,26,26
2015-09-01,M,W,23,24
2015-09-01,M,W,21,21
2015-09-01,M,W,37,38
2015-09-01,M,B,31,32
2015-09-01,M,B,21,21
2015-09-01,M,B,45,45
2015-09-01,M,B,21,22
2015-09-01,M,W,25,25
2015-09-01,M,B,21,21
2015-09-01,M,B,18,19
2015-09-01,M,B,41,41
2015-09-01,M,B,41,42
2015-09-01,M,B,44,45
2015-09-01,M,B,19,20
2015-09-01,M,B,32,33
2015-09-01,M,W,32,33
2015-09-01,M,W,35,36
2015-09-01,M,W,53,53
2015-09-01,M,B,24,25
2015-09-01,M,B,33,34
2015-09-01,M,B,18,19
2015-09-01,M,W,26,26
2015-09-01,M,B,27,28
2015-09-01,M,B,26,27
2015-09-01,M,W,29,29
2015-09-01,M,B,34,34
2015-09-01,M,W,32,32
2015-09-01,M,W,49,49
2015-09-01,M,B,58,58
2015-09-01,M,B,34,34
2015-09-01,M,W,33,33
2015-09-01,M,W,31,31
2015-09-01,M,B,22,22
2015-09-01,M,W,28,28
2015-09-01,M,W,34,35
2015-09-01,M,B,46,46
2015-09-01,M,B,30,30
2015-09-01,M,W,36,37
2015-09-01,M,B,28,29
2015-09-01,M,W,32,32
2015-09-01,M,B,28,28
2015-09-01,M,B,27,27
2015-09-01,M,W,22,22
2015-09-01,M,W,25,25
2015-09-01,M,B,22,22
2015-09-01,M,B,40,40
2015-09-01,M,B,42,43
2015-09-01,M,B,30,30
2015-09-01,M,W,20,20
2015-09-01,M,B,53,53
2015-09-01,M,W,32,33
2015-09-01,M,B,23,23
2015-09-01,M,B,30,30
2015-09-01,M,B,28,28
2015-09-01,M,B,18,18
2015-09-01,M,W,18,18
2015-09-01,M,B,58,58
2015-09-01,M,W,35,35
2015-09-01,M,B,36,36
2015-09-01,M,B,30,30
2015-09-01,M,B,24,24
2015-09-01,M,B,37,37
2015-09-01,M,B,34,35
2015-09-01,M,B,36,39
2015-09-01,M,W,24,24
2015-09-01,M,B,32,34
2015-09-01,M,B,21,22
2015-09-01,M,B,38,39
2015-09-01,M,B,38,39
2015-09-01,M,B,26,27
2015-09-01,M,W,28,29
2015-09-01,M,B,21,22
2015-09-01,M,B,25,26
2015-09-01,M,B,19,20
2015-09-01,M,B,23,24
2015-09-01,M,B,51,52
2015-09-01,M,B,28,29
2015-09-01,M,B,43,44
2015-09-01,M,B,44,45
2015-09-01,M,B,38,39
2015-09-01,M,W,26,27
2015-09-01,M,W,32,33
2015-09-01,M,B,23,24
2015-09-01,M,B,28,29
2015-09-01,M,W,24,25
2015-09-01,M,W,32,32
2015-09-01,M,B,52,52
2015-09-01,M,B,29,30
2015-09-01,M,B,20,21
2015-09-01,M,B,32,33
2015-09-01,M,B,32,33
2015-09-01,M,W,29,30
2015-09-01,M,W,26,26
2015-09-01,M,B,42,43
2015-09-01,M,B,26,26
2015-09-01,M,B,55,56
2015-09-01,M,B,21,21
2015-09-01,M,B,20,21
2015-09-01,M,B,25,25
2015-09-01,M,B,24,24
2015-09-01,M,B,33,33
2015-09-01,M,W,26,27
2015-09-01,M,B,23,23
2015-09-01,M,B,41,41
2015-09-01,M,B,42,42
2015-09-01,M,B,32,32
2015-09-01,M,W,31,32
2015-09-01,M,W,37,38
2015-09-01,M,B,31,31
2015-09-01,M,W,26,27
2015-09-01,M,B,18,19
2015-09-01,M,W,32,32
2015-09-01,M,B,48,48
2015-09-01,M,W,19,19
2015-09-01,M,B,37,38
2015-09-01,M,W,22,23
2015-09-01,M,B,20,20
2015-09-01,M,B,21,21
2015-09-01,M,W,43,43
2015-09-01,M,B,36,37
2015-09-01,M,B,19,19
2015-09-01,M,W,65,65
2015-09-01,M,W,32,32
2015-09-01,M,W,30,30
2015-09-01,M,B,20,20
2015-09-01,M,B,32,32
2015-09-01,M,W,29,29
2015-09-01,M,W,38,38
2015-09-01,M,W,45,46
2015-09-01,M,B,25,26
2015-09-01,M,B,31,32
2015-09-01,M,B,22,22
2015-09-01,M,B,23,23
2015-09-01,M,W,31,31
2015-09-01,M,W,28,29
2015-09-01,M,B,41,41
2015-09-01,M,W,24,24
2015-09-01,M,B,33,33
2015-09-01,M,B,47,47
2015-09-01,M,W,26,27
2015-09-01,M,W,36,36
2015-09-01,M,B,24,24
2015-09-01,M,B,20,21
2015-09-01,M,B,23,23
2015-09-01,M,W,37,37
2015-09-01,M,B,28,28
2015-09-01,M,B,53,53
2015-09-01,M,W,26,26
2015-09-01,M,B,25,25
2015-09-01,M,B,31,31
2015-09-01,M,B,48,48
2015-09-01,M,B,22,22
2015-09-01,M,W,22,22
2015-09-01,M,W,19,20
2015-09-01,M,B,23,23
2015-09-01,M,B,27,27
2015-09-01,M,W,30,30
2015-09-01,M,B,22,22
2015-09-01,M,B,34,34
2015-09-01,M,W,34,34
2015-09-01,M,W,40,40
2015-09-01,M,W,50,50
2015-09-01,M,W,55,55
2015-09-01,M,B,23,23
2015-09-01,M,B,52,52
2015-09-01,M,W,41,41
2015-09-01,M,W,27,28
2015-09-01,M,B,25,25
2015-09-01,M,B,16,19
2015-09-01,M,B,36,38
2015-09-01,M,B,36,37
2015-09-01,M,B,30,32
2015-09-01,M,B,29,31
2015-09-01,M,B,27,29
2015-09-01,M,B,22,23
2015-09-01,M,B,24,25
2015-09-01,M,B,52,52
2015-09-01,M,U,40,42
2015-09-01,M,W,24,25
2015-09-01,M,B,23,24
2015-09-01,M,W,31,32
2015-09-01,M,B,22,23
2015-09-01,M,W,22,22
2015-09-01,M,B,45,46
2015-09-01,M,B,50,51
2015-09-01,M,B,38,39
2015-09-01,M,B,34,35
2015-09-01,M,B,32,32
2015-09-01,M,B,55,56
2015-09-01,M,W,33,33
2015-09-01,M,B,39,40
2015-09-01,M,W,23,23
2015-09-01,M,B,21,22
2015-09-01,M,B,29,30
2015-09-01,M,B,23,23
2015-09-01,M,B,52,52
2015-09-01,M,B,27,27
2015-09-01,M,B,27,27
2015-09-01,M,B,19,20
2015-09-01,M,B,45,46
2015-09-01,M,B,51,51
2015-09-01,M,B,28,28
2015-09-01,M,B,22,23
2015-09-01,M,B,23,23
2015-09-01,M,W,45,45
2015-09-01,M,B,46,46
2015-09-01,M,W,32,33
2015-09-01,M,B,28,28
2015-09-01,M,B,22,22
2015-09-01,M,B,28,28
2015-09-01,M,W,27,27
2015-09-01,M,B,40,40
2015-09-01,M,B,25,25
2015-09-01,M,B,33,34
2015-09-01,M,B,57,58
2015-09-01,M,B,46,46
2015-09-01,M,W,44,45
2015-09-01,M,B,23,23
2015-09-01,M,W,38,38
2015-09-01,M,B,18,18
2015-09-01,M,W,28,29
2015-09-01,M,B,27,27
2015-09-01,M,B,23,23
2015-09-01,M,W,32,32
2015-09-01,M,B,23,23
2015-09-01,M,B,44,44
2015-09-01,M,B,24,24
2015-09-01,M,B,20,20
2015-09-01,M,B,20,20
2015-09-01,M,B,29,30
2015-09-01,M,W,58,59
2015-09-01,M,B,45,45
2015-09-01,M,B,24,25
2015-09-01,M,B,28,28
2015-09-01,M,W,31,31
2015-09-01,M,W,34,35
2015-09-01,M,B,20,20
2015-09-01,M,W,28,28
2015-09-01,M,B,49,49
2015-09-01,M,W,39,39
2015-09-01,M,W,38,38
2015-09-01,M,B,18,18
2015-09-01,M,B,39,39
2015-09-01,M,B,29,29
2015-09-01,M,B,25,25
2015-09-01,M,B,27,27
2015-09-01,M,B,18,18
2015-09-01,M,B,36,36
2015-09-01,M,W,31,31
2015-09-01,M,W,26,26
2015-09-01,M,W,36,36
2015-09-01,M,B,18,19
2015-09-01,M,W,33,33
2015-09-01,M,W,35,35
2015-09-01,M,B,21,21
2015-09-01,M,W,44,44
2015-09-01,M,B,25,25
2015-09-01,M,B,32,33
2015-09-01,M,W,30,30
2015-09-01,M,B,32,32
2015-09-01,M,B,40,40
2015-09-01,M,B,22,23
2015-09-01,M,B,30,30
2015-09-01,M,B,54,54
2015-09-01,M,B,29,29
2015-09-01,M,B,18,18
2015-09-01,M,B,18,19
2015-09-01,M,B,33,33
2015-09-01,M,B,35,35
2015-09-01,M,B,27,27
2015-09-01,M,B,29,31
2015-09-01,M,B,16,18
2015-09-01,M,B,26,28
2015-09-01,M,B,21,21
2015-09-01,M,W,28,30
2015-09-01,M,B,26,27
2015-09-01,M,W,28,29
2015-09-01,M,W,44,45
2015-09-01,M,B,32,33
2015-09-01,M,B,25,26
2015-09-01,M,U,35,36
2015-09-01,M,B,28,29
2015-09-01,M,B,41,42
2015-09-01,M,B,19,20
2015-09-01,M,B,18,19
2015-09-01,M,B,25,26
2015-09-01,M,B,23,23
2015-09-01,M,B,21,22
2015-09-01,M,W,30,31
2015-09-01,M,B,36,37
2015-09-01,M,W,31,32
2015-09-01,M,W,33,33
2015-09-01,M,B,64,64
2015-09-01,M,B,19,19
2015-09-01,M,W,33,33
2015-09-01,M,W,18,19
2015-09-01,M,W,24,25
2015-09-01,M,B,30,30
2015-09-01,M,B,32,33
2015-09-01,M,B,27,28
2015-09-01,M,W,31,31
2015-09-01,M,B,27,27
2015-09-01,M,W,46,47
2015-09-01,M,B,53,54
2015-09-01,M,B,41,41
2015-09-01,M,B,35,35
2015-09-01,M,B,24,25
2015-09-01,M,B,34,35
2015-09-01,M,B,36,36
2015-09-01,M,B,23,24
2015-09-01,M,B,24,24
2015-09-01,M,W,20,20
2015-09-01,M,B,25,25
2015-09-01,M,B,27,27
2015-09-01,M,W,35,35
2015-09-01,M,B,23,23
2015-09-01,M,B,20,21
2015-09-01,M,B,19,20
2015-09-01,M,W,28,29
2015-09-01,M,W,45,45
2015-09-01,M,B,24,24
2015-09-01,M,W,35,36
2015-09-01,M,W,34,35
2015-09-01,M,W,28,29
2015-09-01,M,B,34,34
2015-09-01,M,B,36,36
2015-09-01,M,W,24,24
2015-09-01,M,B,21,21
2015-09-01,M,B,23,23
2015-09-01,M,B,26,26
2015-09-01,M,W,50,50
2015-09-01,M,B,25,25
2015-09-01,M,W,40,40
2015-09-01,M,B,54,54
2015-09-01,M,B,28,28
2015-09-01,M,W,25,26
2015-09-01,M,B,25,25
2015-09-01,M,B,19,19
2015-09-01,M,W,37,37
2015-09-01,M,B,29,30
2015-09-01,M,B,42,42
2015-09-01,M,B,50,50
2015-09-01,M,B,33,33
2015-09-01,M,B,34,34
2015-09-01,M,B,26,26
2015-09-01,M,B,22,22
2015-09-01,M,B,55,55
2015-09-01,M,W,27,27
2015-09-01,M,W,32,32
2015-09-01,M,W,26,27
2015-09-01,M,B,28,29
2015-09-01,M,W,26,27
2015-09-01,M,W,27,28
2015-09-01,M,B,19,19
2015-09-01,M,B,38,38
2015-09-01,M,B,37,37
2015-09-01,M,H,57,57
2015-09-01,M,W,52,52
2015-09-01,M,B,29,29
2015-09-01,M,B,25,25
2015-09-01,M,B,24,24
2015-09-01,M,W,38,38
2015-09-01,M,B,57,57
2015-09-01,M,W,25,25
2015-09-01,M,W,25,25
2015-09-01,M,B,31,31
2015-09-01,M,B,19,19
2015-09-01,M,B,23,23
2015-09-01,M,W,38,38
2015-09-01,M,B,20,20
2015-09-01,M,B,24,24
2015-09-01,M,B,26,26
2015-09-01,M,W,24,24
2015-09-01,M,W,21,22
2015-09-01,M,W,35,36
2015-09-01,M,B,34,34
2015-09-01,M,W,24,24
2015-09-01,M,B,22,22
2015-09-01,M,W,32,32
2015-09-01,M,B,28,28
2015-09-01,M,W,30,30
2015-09-01,M,B,34,34
2015-09-01,M,B,50,50
2015-09-01,M,W,57,57
2015-09-01,M,B,65,65
2015-09-01,M,I,49,49
2015-09-01,M,B,49,49
2015-09-01,M,W,36,36
2015-09-01,M,B,23,23
2015-09-01,M,W,26,26
2015-09-01,M,B,36,36
2015-09-01,M,B,46,46
2015-09-01,M,B,58,58
2015-09-01,M,W,25,25
2015-09-01,M,W,31,31
2015-09-01,M,B,27,27
2015-09-01,M,W,44,44
2015-09-01,M,W,31,31
2015-09-01,M,W,36,37
2015-09-01,M,W,27,27
2015-09-01,M,B,32,32
2015-09-01,M,W,23,23
2015-09-01,M,W,54,54
2015-09-01,M,B,49,49
2015-09-01,M,W,24,24
2015-09-01,M,W,39,39
2015-09-01,M,W,26,26
2015-09-01,M,W,28,29
2015-09-01,M,B,29,29
2015-09-01,M,B,51,51
2015-09-01,M,B,35,35
2015-09-01,M,B,28,28
2015-09-01,M,B,37,37
2015-09-01,M,W,43,43
2015-09-01,M,B,22,23
2015-09-01,M,W,24,24
2015-09-01,M,W,22,22
2015-09-01,M,B,19,21
2015-09-01,M,B,20,22
2015-09-01,M,B,22,25
2015-09-01,M,B,54,55
2015-09-01,M,B,37,39
2015-09-01,M,B,32,35
2015-09-01,M,B,18,20
2015-09-01,M,W,38,41
2015-09-01,M,B,30,32
2015-09-01,M,B,27,29
2015-09-01,M,B,24,25
2015-09-01,M,B,37,39
2015-09-01,M,B,36,37
2015-09-01,M,W,29,30
2015-09-01,M,B,19,20
2015-09-01,M,B,25,26
2015-09-01,M,B,18,20
2015-09-01,M,B,24,26
2015-09-01,M,B,21,22
2015-09-01,M,B,30,31
2015-09-01,M,B,36,37
2015-09-01,M,W,58,59
2015-09-01,M,B,18,19
2015-09-01,M,W,35,36
2015-09-01,M,W,33,34
2015-09-01,M,W,42,44
2015-09-01,M,B,34,35
2015-09-01,M,B,30,31
2015-09-01,M,W,40,41
2015-09-01,M,B,24,25
2015-09-01,M,B,22,23
2015-09-01,M,B,21,22
2015-09-01,M,B,15,16
2015-09-01,M,B,25,26
2015-09-01,M,B,26,27
2015-09-01,M,B,26,27
2015-09-01,M,B,63,64
2015-09-01,M,B,56,57
2015-09-01,M,B,21,22
2015-09-01,M,W,31,32
2015-09-01,M,B,17,18
2015-09-01,M,B,15,15
2015-09-01,M,W,25,25
2015-09-01,M,B,20,21
2015-09-01,M,B,29,29
2015-09-01,M,B,28,28
2015-09-01,M,B,30,30
2015-09-01,M,W,20,21
2015-09-01,M,B,23,24
2015-09-01,M,B,25,25
2015-09-01,M,B,25,26
2015-09-01,M,B,22,23
2015-09-01,M,B,20,20
2015-09-01,M,B,26,26
2015-09-01,M,B,21,22
2015-09-01,M,B,17,18
2015-09-01,M,B,31,32
2015-09-01,M,B,32,32
2015-09-01,M,B,30,31
2015-09-01,M,B,33,34
2015-09-01,M,B,33,33
2015-09-01,M,B,27,28
2015-09-01,M,B,27,27
2015-09-01,M,B,23,23
2015-09-01,M,B,25,25
2015-09-01,M,B,31,31
2015-09-01,M,B,43,44
2015-09-01,M,B,19,19
2015-09-01,M,B,45,46
2015-09-01,M,B,21,21
2015-09-01,M,B,22,23
2015-09-01,M,B,21,21
2015-09-01,M,B,29,30
2015-09-01,M,B,34,34
2015-09-01,M,W,22,22
2015-09-01,M,W,26,26
2015-09-01,M,B,25,25
2015-09-01,M,B,21,21
2015-09-01,M,B,19,19
2015-09-01,M,B,22,22
2015-09-01,M,B,26,26
2015-09-01,M,B,22,23
2015-09-01,M,B,20,20
2015-09-01,M,B,57,57
2015-09-01,M,B,26,26
2015-09-01,M,W,40,40
2015-09-01,M,B,56,56
2015-09-01,M,W,40,40
2015-09-01,M,W,40,40
2015-09-01,M,B,23,23
2015-09-01,M,W,40,40
2015-09-01,M,W,27,27
2015-09-01,M,H,25,25
2015-09-01,M,B,31,31
2015-09-01,M,B,25,25
2015-09-01,M,B,26,27
2015-09-01,M,B,26,26
2015-09-01,M,B,50,50
2015-09-01,M,B,20,20
2015-09-01,M,B,25,25
2015-09-01,M,W,18,18
2015-09-01,M,B,43,43
2015-09-01,M,B,28,28
2015-09-01,F,B,47,48
2015-09-01,F,W,32,32
2015-09-01,F,W,50,50
2015-09-01,F,W,31,31
2015-09-01,F,W,22,22
2015-09-01,F,W,26,26
2015-09-01,F,W,48,48
2015-09-01,F,B,29,30
2015-09-01,F,W,30,31
2015-09-01,F,W,32,32
2015-09-01,F,W,31,32
2015-09-01,F,B,50,51
2015-09-01,F,W,47,47
2015-09-01,F,B,36,37
2015-09-01,F,B,37,37
2015-09-01,F,B,20,21
2015-09-01,F,W,42,43
2015-09-01,F,W,27,27
2015-09-01,F,W,30,31
2015-09-01,F,W,48,49
2015-09-01,F,W,43,43
2015-09-01,F,W,45,46
2015-09-01,F,W,57,58
2015-09-01,F,W,44,44
2015-09-01,F,W,42,43
2015-09-01,F,B,23,24
2015-09-01,F,W,25,25
2015-09-01,F,B,58,58
2015-09-01,F,W,29,29
2015-09-01,F,B,24,24
2015-09-01,F,B,27,27
2015-09-01,F,B,34,34
2015-09-01,F,W,43,43
2015-09-01,F,W,32,32
2015-09-01,F,W,61,61
2015-09-01,F,W,26,26
2015-09-01,F,W,46,47
2015-09-01,F,B,40,40
2015-09-01,F,B,54,54
2015-09-01,F,W,34,34
2015-09-01,F,W,35,35
2015-09-01,F,W,45,46
2015-09-01,F,W,33,33
2015-09-01,F,B,21,21
2015-09-01,F,B,30,30
2015-09-01,F,W,25,26
2015-09-01,F,W,25,25
2015-09-01,F,W,32,32
2015-09-01,F,B,37,37
2015-09-01,F,B,35,36
2015-09-01,F,W,36,36
2015-09-01,F,W,42,42
2015-09-01,F,W,33,33
2015-09-01,F,W,30,31
2015-09-01,F,W,28,28
2015-09-01,F,W,46,46
2015-09-01,F,B,44,44
2015-09-01,F,W,40,40
2015-09-01,F,W,48,49
2015-09-01,F,B,32,32
2015-09-01,F,B,55,55
2015-09-01,F,W,27,27
2015-09-01,F,B,29,29
2015-09-01,F,W,31,32
2015-09-01,F,B,29,30
2015-09-01,F,B,33,33
2015-09-01,F,B,52,52
2015-09-01,F,B,53,53
2015-09-01,F,B,28,29
2015-09-01,F,W,42,42
2015-09-01,F,B,28,29
2015-09-01,F,W,47,47
2015-09-01,F,W,21,21
2015-09-01,F,W,43,44
2015-09-01,F,B,48,48
2015-09-01,F,B,48,48
2015-09-01,F,W,32,32
2015-09-01,F,W,27,27
2015-09-01,F,W,38,38
2015-09-01,F,B,54,54
2015-09-01,F,W,45,45
2015-09-01,F,W,31,31
2015-09-01,F,W,38,38
2015-09-01,F,W,26,26
2015-09-01,F,B,18,18
2015-09-01,F,W,29,30
2015-09-01,F,W,52,52
2015-09-01,F,W,34,34
2015-09-01,F,W,40,40
2015-09-01,F,W,42,42
2015-09-01,F,W,29,30
2015-09-01,F,B,54,55
2015-09-01,F,W,38,39
2015-09-01,F,W,49,51
2015-09-01,F,B,44,45
2015-09-01,F,B,49,51
2015-09-01,F,W,32,33
2015-09-01,F,W,29,30
2015-09-01,F,W,29,30
2015-09-01,F,B,26,27
2015-09-01,F,W,34,35
2015-09-01,F,B,41,42
2015-09-01,F,W,37,38
2015-09-01,F,B,28,29
2015-09-01,F,B,27,28
2015-09-01,F,W,37,38
2015-09-01,F,W,27,27
2015-09-01,F,W,58,58
2015-09-01,F,W,34,35
2015-09-01,F,B,23,24
2015-09-01,F,U,34,34
2015-09-01,F,W,32,32
2015-09-01,F,B,42,42
2015-09-01,F,W,49,49
2015-09-01,F,W,35,35
2015-09-01,F,W,30,31
2015-09-01,F,B,23,24
2015-09-01,F,W,49,49
2015-09-01,F,B,47,47
2015-09-01,F,W,33,33
2015-09-01,F,W,35,35
2015-09-01,F,W,31,32
2015-09-01,F,W,35,36
2015-09-01,F,B,42,43
2015-09-01,F,B,22,22
2015-09-01,F,W,34,35
2015-09-01,F,B,19,19
2015-09-01,F,W,30,30
2015-09-01,F,B,21,21
2015-09-01,F,H,44,44
2015-09-01,F,B,49,50
2015-09-01,F,B,22,22
2015-09-01,F,B,56,56
2015-09-01,F,B,58,59
2015-09-01,F,W,32,32
2015-09-01,F,W,35,35
2015-09-01,F,B,22,22
2015-09-01,F,B,35,35
2015-09-01,F,B,24,24
2015-09-01,F,W,38,38
2015-09-01,F,W,31,31
2015-09-01,F,W,53,54
2015-09-01,F,B,61,62
2015-09-01,F,B,45,45
2015-09-01,F,W,41,41
2015-09-01,F,W,47,47
2015-09-01,F,W,42,42
2015-09-01,F,B,21,21
2015-09-01,F,B,22,22
2015-09-01,F,W,31,31
2015-09-01,F,W,38,38
2015-09-01,F,B,35,35
2015-09-01,F,W,22,22
2015-09-01,F,B,18,18
2015-09-01,F,B,52,52
2015-09-01,F,B,37,37
2015-09-01,F,W,52,52
2015-09-01,F,W,48,48
2015-09-01,F,W,23,23
2015-09-01,F,W,36,36
2015-09-01,F,B,30,31
2015-09-01,F,W,27,27
2015-09-01,F,W,55,55
2015-09-01,F,B,27,27
2015-09-01,F,B,34,34
2015-09-01,F,W,36,36
2015-09-01,F,B,32,32
2015-09-01,F,W,29,29
2015-09-01,F,W,36,36
2015-09-01,F,W,24,25
2015-09-01,F,W,36,36
2015-09-01,F,B,21,21
2015-09-01,F,B,36,36
2015-09-01,F,W,24,24
2015-09-01,F,W,37,37
2015-09-01,F,W,34,34
2015-09-01,F,B,22,22
2015-09-01,F,B,42,43
2015-09-01,F,B,29,29
2015-09-01,F,W,24,24
2015-09-01,F,W,21,21
2015-09-01,F,B,32,32
2015-09-01,F,B,30,30
2015-09-01,F,B,46,46
2015-09-01,F,W,25,27
2015-09-01,F,W,35,36
2015-09-01,F,W,34,36
2015-09-01,F,W,41,42
2015-09-01,F,W,28,29
2015-09-01,F,W,24,26
2015-09-01,F,W,26,26
2015-09-01,F,W,37,39
2015-09-01,F,B,39,40
2015-09-01,F,B,30,31
2015-09-01,F,B,37,38
2015-09-01,F,B,47,48
2015-09-01,F,B,26,27
2015-09-01,F,B,32,32
2015-09-01,F,B,21,22
2015-09-01,F,B,38,39
2015-09-01,F,B,29,30
2015-09-01,F,W,49,50
2015-09-01,F,W,26,26
2015-09-01,F,B,36,36
2015-09-01,F,W,28,28
2015-09-01,F,W,23,23
2015-09-01,F,B,47,47
2015-09-01,F,W,38,39
2015-09-01,F,B,20,21
2015-09-01,F,W,41,42
2015-09-01,F,W,22,23
2015-09-01,F,W,55,55
2015-09-01,F,B,36,37
2015-09-01,F,B,23,24
2015-09-01,F,B,60,61
2015-09-01,F,W,24,24
2015-09-01,F,W,38,38
2015-09-01,F,W,37,38
2015-09-01,F,B,41,42
2015-09-01,F,B,26,26
2015-09-01,F,W,34,35
2015-09-01,F,B,48,49
2015-09-01,F,B,46,47
2015-09-01,F,B,33,34
2015-09-01,F,W,28,28
2015-09-01,F,W,31,31
2015-09-01,F,B,51,51
2015-09-01,F,W,43,43
2015-09-01,F,B,55,55
2015-09-01,F,W,30,31
2015-09-01,F,W,25,25
2015-09-01,F,W,28,28
2015-09-01,F,W,29,29
2015-09-01,F,W,32,32
2015-09-01,F,W,34,34
2015-09-01,F,B,28,28
2015-09-01,F,B,21,21
2015-09-01,F,W,28,28
2015-09-01,F,W,24,24
2015-09-01,F,B,53,54
2015-09-01,F,B,25,25
2015-09-01,F,W,29,29
2015-09-01,F,W,31,31
2015-09-01,F,W,19,19
2015-09-01,F,B,20,20
2015-09-01,F,W,40,40
2015-09-01,F,W,44,45
2015-09-01,F,W,30,30
2015-09-01,F,B,28,28
2015-09-01,F,W,41,41
2015-09-01,F,W,33,33
2015-09-01,F,W,35,35
2015-09-01,F,B,21,21
2015-09-01,F,W,34,34
2015-09-01,F,B,26,27
2015-09-01,F,B,42,42
2015-09-01,F,W,32,32
2015-09-01,M,B,30,33
2015-09-01,M,W,53,54
2015-09-01,M,B,23,24
2015-09-01,F,W,31,32
2015-09-01,M,W,57,57
2015-09-01,M,B,23,23
2015-09-01,M,W,33,33
2015-09-01,M,B,24,25
2015-09-01,F,W,45,46
2015-09-01,F,B,52,52
2015-09-01,F,B,40,40
2015-09-01,M,B,39,39
2015-09-01,M,W,22,22
2015-09-01,F,W,28,28
2015-09-01,M,W,43,44
2015-09-01,M,W,22,23
2015-09-01,M,B,28,29
2015-09-01,M,B,43,44
2015-09-01,M,W,63,64
2015-09-01,M,B,32,33
2015-09-01,M,W,45,45
2015-09-01,M,W,37,38
2015-09-01,M,B,30,31
2015-09-01,M,B,19,19
2015-09-01,M,B,25,25
2015-09-01,M,B,37,37
2015-09-01,M,B,25,25
2015-09-01,M,W,29,29
2015-09-01,M,B,21,21
2015-09-01,M,W,43,43
2015-09-01,M,W,55,55
2015-09-01,M,A,35,35
2015-09-01,M,W,31,31
